class,cap-shape,cap-surface,cap-color,stem-root,stem-surface,stem-color,habitat,season,cap-diameter,stem-height,stem-width
p,s,s,g,,,w,g,u,3.34,3.64,7.42
p,x,h,g,,i,n,d,a,14.08,8.44,18.62
p,o,l,g,f,f,f,d,s,3.56,0.0,0.0
e,f,y,g,,,w,d,a,4.7,4.85,8.13
p,f,k,w,,,n,g,u,3.8,4.31,3.28
e,s,,n,,,n,d,a,7.89,4.95,23.38
p,x,s,n,c,,y,d,u,14.94,8.89,29.5
e,f,s,n,,s,n,l,a,6.49,7.27,10.33
e,b,g,g,,s,n,d,s,3.8,4.97,3.24
p,o,,k,,g,g,d,a,2.48,2.98,12.67
e,x,t,n,,t,o,d,a,4.35,6.03,7.08
p,x,g,e,,s,k,d,a,0.81,4.21,1.06
e,x,,n,,y,w,d,u,5.81,10.8,23.21
p,f,t,n,,i,n,m,u,3.71,5.79,4.24
e,x,d,n,,,n,d,a,3.75,4.2,10.63
e,x,h,o,,k,n,d,w,3.97,5.51,4.94
p,s,w,u,,s,u,d,a,4.57,5.96,7.14
p,f,y,u,,y,u,d,a,5.93,7.49,15.33
p,x,k,w,,,w,d,u,15.33,5.3,25.28
p,s,h,n,,t,n,d,u,8.08,4.73,13.31
p,b,y,n,,,w,d,a,8.79,15.88,17.46
p,o,l,g,f,f,f,d,s,2.67,0.0,0.0
p,x,s,y,,,y,d,a,1.2,3.91,5.13
p,f,l,n,,,n,d,a,5.38,6.67,5.43
p,x,g,w,,,e,l,u,1.03,2.95,1.33
p,s,,u,,,w,d,u,5.9,4.72,9.03
e,x,,n,b,,w,d,a,11.48,10.13,19.42
p,x,e,e,,,e,d,a,5.54,7.9,9.42
e,x,y,n,,,w,w,a,8.79,4.88,13.5
e,x,s,o,,,w,d,w,6.99,5.08,12.51
e,x,d,n,,,y,d,u,6.31,6.38,13.97
p,s,,u,,,y,d,u,4.51,4.07,7.41
p,f,y,y,,y,e,d,a,5.1,6.15,13.43
e,b,y,n,,,w,d,a,3.05,5.34,2.82
p,x,t,n,,,w,d,a,11.39,10.67,29.78
e,f,s,y,,i,n,d,w,9.96,10.17,17.58
e,s,,n,,s,w,l,a,5.86,5.21,7.63
p,b,,g,,,g,g,a,2.94,8.5,2.39
p,b,,n,,,g,g,u,3.5,9.28,2.51
e,x,s,n,,,e,d,a,4.12,5.95,13.06
p,x,,y,,i,y,d,a,6.15,6.11,13.84
p,x,,w,,,y,d,a,4.68,3.5,12.51
e,b,g,w,,,y,g,a,3.49,4.37,3.03
e,o,y,y,,k,n,d,s,54.74,7.82,48.76
p,x,y,n,,y,y,d,u,8.76,12.17,11.62
p,s,d,n,,,n,d,u,7.17,5.88,9.08
p,x,t,o,,g,o,g,u,4.18,6.32,8.49
e,c,g,n,,,g,d,a,1.48,5.02,1.42
e,x,t,n,,,n,d,a,11.08,7.49,21.81
p,x,k,n,,,n,g,u,4.03,3.76,2.62
e,x,w,g,,,w,g,u,1.64,5.45,2.74
e,x,,n,b,,w,d,a,8.2,11.12,19.51
p,x,i,n,,i,n,d,a,7.76,8.3,7.9
p,x,,g,s,,n,d,a,6.23,7.18,18.01
p,s,d,w,,h,w,g,u,3.14,4.42,2.61
p,x,g,y,,,w,d,a,0.71,3.57,0.73
e,f,h,n,,s,o,d,s,3.09,5.96,4.65
e,s,,n,,s,w,h,a,7.33,5.04,8.43
p,o,l,g,f,f,f,d,s,3.11,0.0,0.0
p,b,t,w,,y,w,d,u,7.81,13.62,13.62
e,x,s,n,,,n,d,u,9.49,7.34,18.3
p,s,t,k,,,r,l,u,14.76,5.02,22.82
e,f,y,n,,i,n,h,u,2.44,6.06,3.46
e,f,,g,,,w,d,a,10.33,2.38,13.15
e,f,h,g,,s,g,d,a,5.81,5.56,10.33
p,f,d,e,,,e,d,u,7.23,5.45,8.43
e,p,d,o,s,y,w,d,a,20.6,15.06,33.93
p,x,i,e,,,e,d,a,3.89,4.57,5.02
p,x,h,n,,i,n,d,a,10.01,7.4,16.94
e,x,h,n,,s,n,d,s,6.31,6.37,6.91
p,p,g,n,,y,w,d,a,8.85,8.58,15.18
p,x,s,n,,y,n,d,w,7.02,5.75,7.7
p,x,d,o,r,,y,d,u,10.76,11.26,23.93
p,b,y,n,s,s,w,d,u,3.45,6.63,4.68
p,x,,n,c,,n,d,a,10.47,9.39,26.54
p,c,h,y,,,y,g,u,1.85,7.06,2.78
p,p,y,n,,s,w,g,a,5.89,8.02,11.4
e,x,i,n,,y,w,l,a,9.74,9.35,16.19
e,f,,n,b,,w,d,u,9.47,9.72,13.61
p,x,t,n,,,w,d,a,9.67,10.48,29.24
p,x,,n,r,i,w,h,a,8.37,9.99,12.04
e,c,h,n,,s,n,d,u,7.31,13.05,12.65
p,f,,n,b,,n,d,a,5.51,5.5,9.8
p,x,h,n,,i,n,d,a,9.45,7.95,17.47
e,f,e,b,,,w,d,a,9.09,4.48,16.77
p,x,h,e,b,,w,d,u,7.28,6.16,17.06
e,s,,n,,,u,l,a,8.16,7.51,17.3
e,x,,n,b,,u,g,w,10.12,8.39,24.4
e,x,d,n,,,y,d,u,9.57,7.51,15.36
p,b,h,n,,,w,g,w,4.1,10.89,6.96
e,p,d,n,s,y,w,d,u,21.68,16.22,36.28
p,x,,e,,,y,d,a,6.42,3.58,13.04
e,x,t,n,,,n,d,a,12.03,19.84,80.03
p,b,,g,,s,g,d,u,2.19,4.61,1.86
p,o,s,w,f,f,f,d,a,3.44,0.0,0.0
e,f,g,g,,s,n,d,s,4.24,4.58,3.29
p,x,h,o,,y,n,d,w,3.89,3.87,5.44
e,f,s,n,b,i,w,d,a,6.18,5.96,9.64
p,b,,g,,s,g,d,u,2.13,5.62,2.21
p,x,e,e,,,e,d,a,5.58,7.99,9.9
e,x,,g,,y,w,d,a,7.84,10.56,23.55
p,x,,u,s,,u,d,a,9.92,10.18,21.95
p,c,h,y,,,y,g,u,1.92,7.6,2.93
e,x,h,n,,,n,d,u,10.42,9.6,23.76
p,f,,y,,i,y,d,a,4.95,6.9,16.03
p,f,,y,,,w,d,u,4.44,4.73,6.37
p,b,t,n,,i,g,g,u,4.35,6.38,5.0
p,f,h,e,b,,w,d,u,7.76,5.23,17.5
p,x,i,n,,i,n,d,u,6.97,6.89,6.45
p,c,t,y,,,y,g,a,1.74,6.21,2.69
e,x,d,n,,,y,d,a,7.8,7.26,17.83
p,x,i,n,s,,n,h,a,9.53,9.78,13.91
e,x,s,b,,s,n,l,a,5.98,7.26,9.45
e,x,s,n,,i,n,d,a,10.44,9.14,14.62
e,s,,n,b,,u,g,w,9.41,7.07,22.92
p,x,t,y,,g,o,g,u,4.49,5.89,7.94
e,b,g,w,,,y,g,u,3.22,3.75,2.63
p,b,t,w,,y,w,d,u,7.1,12.52,11.99
p,x,t,n,,y,n,d,a,7.43,5.24,7.32
p,b,t,n,,i,g,d,a,3.99,5.54,4.47
p,x,s,n,,i,n,d,u,10.11,7.27,16.53
p,x,,n,s,,u,d,a,8.69,8.23,19.43
e,p,s,w,,s,w,g,s,8.16,23.36,11.53
e,f,s,w,,,w,m,a,3.58,2.78,5.59
p,b,w,u,,s,u,l,a,2.95,4.39,5.29
p,x,h,n,r,g,n,d,a,7.89,17.08,9.07
e,f,s,k,,,w,d,u,9.01,4.85,15.99
p,f,t,y,,,y,g,u,2.45,7.99,3.25
p,f,k,w,,,w,d,u,15.41,6.44,29.41
e,x,,n,,,g,d,a,7.72,6.17,13.37
e,f,h,o,,k,o,d,a,4.06,7.61,6.62
p,x,t,r,,,n,d,u,11.24,5.99,15.26
p,f,y,y,,y,e,d,a,9.54,6.44,17.55
p,f,d,p,,t,r,g,u,2.82,5.01,5.27
e,x,t,g,,t,g,d,w,6.76,6.58,5.33
p,s,t,p,,,p,d,u,9.18,8.87,16.17
e,c,g,n,,,n,h,a,1.17,6.0,1.08
e,x,h,n,,,n,d,a,10.17,9.23,19.07
p,b,t,w,,y,w,d,a,7.55,11.69,13.24
e,x,k,n,,,y,d,a,3.52,4.64,10.44
p,o,l,g,f,f,f,d,w,2.99,0.0,0.0
e,b,g,n,,,y,g,u,3.64,4.33,3.22
e,f,w,g,,,w,g,w,1.73,5.59,2.83
p,f,w,u,,s,u,l,a,3.79,4.98,6.36
e,p,s,n,s,,w,m,a,9.95,10.69,17.9
p,b,,n,,,g,g,a,2.35,8.07,2.22
p,o,s,o,f,f,f,d,a,5.11,0.0,0.0
p,x,g,y,,,y,d,a,0.76,3.8,0.8
p,f,,n,,,p,l,u,3.34,9.29,4.77
e,p,y,n,,y,w,d,a,9.66,9.05,16.92
p,o,l,g,f,f,f,d,w,2.93,0.0,0.0
e,x,s,e,,,o,m,u,2.74,4.41,6.99
e,x,t,y,,,y,d,u,7.72,8.06,17.36
p,x,g,n,,,n,d,u,2.41,5.75,2.29
p,o,l,g,f,f,f,d,s,2.71,0.0,0.0
p,x,s,g,r,i,n,d,a,6.53,5.58,14.82
p,x,t,e,b,,w,d,a,8.31,6.72,18.45
p,f,d,n,b,i,n,d,u,3.66,4.79,3.25
p,o,e,o,,,y,d,w,9.86,1.75,16.69
p,x,t,n,,,w,d,a,8.64,6.99,22.1
e,x,e,l,,,w,d,a,11.48,6.89,19.41
p,x,y,n,,y,n,g,a,3.37,5.84,3.46
p,f,d,n,b,s,n,d,u,3.72,4.87,3.61
e,o,,n,,,n,d,s,4.96,6.34,21.6
p,x,i,e,,,e,d,a,3.27,4.61,6.38
p,s,,o,,,w,d,u,9.62,5.14,12.28
p,b,y,e,,k,w,m,u,3.45,4.83,3.78
p,f,s,o,,,o,m,a,2.51,2.73,5.72
p,b,,n,,,n,g,u,2.84,9.2,2.42
p,b,h,n,,t,n,d,u,1.64,5.96,1.74
e,s,s,b,,,w,d,a,8.26,5.65,11.92
p,s,,o,,,w,d,u,7.8,4.34,11.32
e,s,,n,,,n,d,u,6.73,3.88,22.47
p,f,s,g,,,w,g,u,2.66,2.83,7.62
p,x,s,y,,,y,d,u,3.78,9.25,7.92
p,x,,w,,,p,l,u,3.29,7.35,3.71
p,f,,o,,,y,g,u,0.81,5.36,1.03
e,x,w,g,,,w,d,a,1.09,4.53,2.25
p,s,t,n,,t,n,d,u,7.48,4.37,11.83
p,x,,n,r,i,w,d,u,8.14,9.27,9.64
e,x,,u,,,w,d,a,1.98,5.6,4.95
p,b,y,n,s,s,w,d,a,2.89,5.46,4.24
p,x,,n,s,,u,d,a,6.33,8.5,18.69
p,f,,u,,,y,d,u,4.2,4.82,7.96
e,x,s,k,,,w,d,a,8.36,4.36,14.26
p,x,s,k,,,n,d,a,15.84,5.13,42.32
e,f,s,n,s,,w,m,u,12.75,10.07,16.86
p,x,t,n,,y,n,d,a,6.68,6.11,9.15
p,x,i,e,,,e,d,a,3.06,3.96,4.87
p,b,h,n,,,w,g,a,4.39,10.55,6.95
p,x,e,n,c,,y,d,a,16.16,9.87,30.85
p,f,d,b,b,s,n,l,a,3.7,4.66,2.98
p,f,,y,,,w,d,a,7.78,5.23,8.2
p,s,,e,,,e,d,a,5.78,6.25,6.93
p,p,g,n,,y,w,d,u,7.25,8.11,14.94
e,f,,l,,,u,l,w,7.69,6.59,19.52
e,f,y,n,b,,n,d,w,9.92,6.24,22.33
p,x,i,l,,,w,g,a,2.18,3.32,2.53
e,x,,e,,s,w,d,u,8.11,7.2,16.97
e,f,e,g,s,,w,l,w,12.38,6.65,22.72
p,f,t,n,,i,n,d,a,4.36,5.37,3.24
e,x,s,o,,,w,m,w,7.68,7.62,13.81
p,o,s,w,f,f,f,d,u,4.29,0.0,0.0
p,s,k,n,,k,n,d,u,5.12,3.57,6.39
p,b,g,y,,,n,m,s,1.71,5.09,2.54
p,x,t,n,,,y,d,a,6.43,5.62,13.82
p,f,t,y,,,y,d,a,6.14,4.73,13.87
p,x,t,n,,y,n,d,w,6.24,5.29,6.66
e,s,,w,,,w,d,u,12.91,6.57,26.7
e,f,y,e,b,,n,d,a,14.38,8.13,26.79
p,s,d,n,,k,n,d,a,14.95,6.3,40.2
e,x,,b,,,w,d,u,2.34,6.83,4.82
p,f,,w,,i,u,d,u,2.41,3.52,3.71
p,x,,g,b,,n,d,a,5.78,5.77,9.68
e,f,y,g,,,w,d,u,4.18,3.98,6.66
p,o,,g,,g,n,d,a,2.63,3.5,12.96
e,x,h,o,,,o,m,w,3.28,4.71,6.96
p,o,t,n,f,f,f,d,u,5.4,0.0,0.0
p,f,h,n,,,y,g,a,2.35,7.59,3.1
p,x,h,y,,i,n,d,a,7.24,6.06,16.99
p,f,t,n,r,g,n,d,u,5.58,10.97,6.85
p,b,t,n,,,n,m,u,1.17,3.43,2.44
p,s,,n,,,e,d,u,6.81,7.71,6.87
p,s,d,n,,k,n,d,u,18.26,5.82,33.5
p,o,e,y,,,n,d,w,8.3,1.67,16.33
e,p,w,n,,,n,d,a,17.02,15.2,68.32
p,x,i,n,s,,n,h,a,8.04,9.08,12.92
e,p,y,w,,s,w,u,s,9.88,20.13,12.81
e,s,l,n,,,n,l,w,4.68,6.9,36.89
p,f,,w,r,i,w,d,u,8.88,9.64,10.85
e,x,t,n,,,n,d,u,4.51,5.81,11.38
p,x,d,n,,i,y,d,u,4.99,5.6,5.98
p,b,,g,,,g,g,u,3.23,8.4,2.44
e,p,,n,,,n,d,s,5.72,4.76,20.31
p,f,t,y,,,y,d,a,7.28,4.55,13.73
p,f,y,o,,,y,h,a,2.51,3.3,5.37
p,x,s,g,r,y,n,d,u,6.08,5.53,13.5
e,f,s,w,s,,w,m,a,14.88,11.74,17.65
p,x,,p,,,y,d,a,4.65,2.85,12.39
p,x,g,y,,,w,d,a,0.74,3.8,0.87
p,s,d,e,,,e,d,a,7.26,7.7,10.68
p,f,s,y,,,y,d,u,1.14,2.55,5.22
e,f,,n,,,u,d,a,9.62,8.52,20.71
p,x,g,y,,,y,d,u,0.59,3.59,0.69
p,s,t,n,,,n,d,u,10.39,5.05,13.73
p,x,d,e,,,e,d,a,6.14,7.08,8.28
p,s,k,w,,,w,d,a,16.08,7.41,30.97
p,x,h,r,,,w,d,u,9.56,11.05,14.55
e,x,e,y,,,w,d,a,8.25,6.91,16.29
p,p,t,n,,t,y,m,s,1.93,6.13,2.5
e,x,,y,,,w,d,a,5.1,4.65,11.1
p,f,h,r,,,w,d,u,8.15,10.42,10.87
p,x,,y,,,w,d,u,4.37,4.56,6.89
p,f,,n,r,i,w,d,u,8.75,9.64,11.08
p,b,s,n,,s,w,d,u,5.99,10.2,12.27
e,x,,g,,y,w,d,a,7.32,10.71,24.32
p,x,d,e,,,n,d,a,5.55,6.49,8.9
e,f,h,n,,s,w,d,a,3.22,5.08,5.71
e,x,,n,,,w,g,a,6.36,4.6,11.08
e,x,d,n,,,y,d,a,7.46,8.64,16.26
p,x,y,w,s,,w,g,a,7.4,8.07,14.35
e,x,d,b,,,w,m,a,4.73,4.56,11.16
p,b,i,k,,,y,m,u,6.06,7.91,7.75
e,x,,n,,,w,d,a,4.68,6.75,3.98
e,x,y,n,,,w,d,a,15.01,10.41,18.42
p,f,k,n,,k,n,d,u,5.94,2.86,5.05
p,f,d,o,,,n,d,a,14.53,4.63,37.23
p,f,t,n,,i,g,m,u,3.54,5.64,3.87
p,x,w,e,r,g,n,d,u,7.53,14.03,7.97
p,p,t,n,,t,y,m,a,2.25,7.03,2.69
p,s,,r,,,w,d,a,10.37,6.18,13.99
p,x,t,n,,,w,d,a,3.64,4.63,6.88
e,o,y,y,,k,n,d,u,53.48,6.42,36.23
p,x,i,y,r,,o,d,a,9.65,11.55,21.15
p,x,d,y,r,,y,d,u,10.61,13.23,22.83
e,x,s,o,,,w,g,a,5.86,5.95,12.27
p,x,s,g,,,w,g,u,3.04,2.31,6.79
p,x,,w,,,y,d,a,5.49,3.5,12.06
p,b,,g,,s,g,d,a,1.52,4.96,1.82
p,x,k,w,,,n,g,u,3.51,4.13,3.05
e,f,s,y,,,n,d,w,12.11,8.09,23.93
p,f,,g,,,w,d,a,11.82,11.38,16.27
e,x,d,p,,,o,g,u,2.59,4.17,5.92
e,c,h,n,,s,w,d,a,5.5,11.55,11.8
p,o,,k,,g,g,d,a,3.12,2.3,12.79
p,s,d,n,,,n,d,u,6.81,6.12,8.95
e,x,s,k,,,w,d,a,9.67,5.08,16.25
e,x,s,u,,,w,d,a,8.33,4.09,13.82
p,f,s,w,,,w,g,u,2.31,2.67,6.89
p,x,,n,,s,n,g,u,1.43,4.59,2.2
e,b,h,k,,s,g,d,a,6.45,4.96,10.25
p,b,d,n,,i,y,d,a,5.47,5.29,6.87
e,x,h,o,,,o,g,a,3.25,4.21,6.63
e,f,y,n,,i,n,h,u,2.5,6.47,3.3
p,x,h,e,r,g,n,d,u,6.79,12.99,7.17
p,b,s,y,,,y,d,u,4.31,7.62,7.44
e,s,,n,,s,w,d,u,5.43,5.32,8.31
e,s,d,n,,,g,d,a,3.25,4.25,6.37
p,x,w,p,,,p,d,w,8.26,3.95,9.52
p,x,s,g,,,w,g,u,2.38,2.92,6.46
p,f,,n,r,i,w,d,u,9.66,10.45,12.63
p,o,s,r,f,f,f,d,s,5.23,0.0,0.0
e,c,g,n,,,n,d,u,0.98,4.88,0.96
p,b,h,n,,,w,g,w,3.35,10.93,6.55
p,p,y,n,,,w,d,a,7.83,17.45,18.19
p,f,,u,,,y,d,u,4.96,4.5,7.71
e,f,y,w,,,w,g,a,6.39,5.5,12.8
p,s,t,p,,,p,d,a,9.96,7.74,15.64
p,x,i,l,,,w,g,a,1.75,4.32,2.61
p,x,t,n,,,w,d,u,2.56,4.99,7.58
e,x,s,n,,i,n,d,u,10.74,7.99,14.24
p,x,t,e,r,g,n,d,u,5.54,12.46,7.61
p,f,,w,,,n,d,u,3.64,8.06,4.09
p,s,w,u,,s,u,l,u,3.05,4.77,5.42
p,f,,g,,,w,d,a,12.0,10.76,13.78
e,x,h,y,,,y,d,a,5.62,7.9,15.29
p,p,t,n,,t,y,m,u,2.23,6.56,2.49
p,x,i,e,,,e,d,a,3.87,5.4,6.47
p,b,,k,,,g,g,u,2.94,10.15,2.39
p,f,y,o,,,y,h,a,2.09,3.34,5.62
e,f,h,k,,s,g,d,a,6.66,5.92,10.33
p,x,i,e,,,e,d,a,3.49,5.26,6.67
p,x,e,n,,,e,d,a,12.19,8.01,29.75
p,o,t,n,f,f,f,d,a,3.94,0.0,0.0
e,x,s,k,,,w,d,u,6.81,4.16,13.79
e,s,,n,,,n,d,a,7.41,3.49,21.76
p,f,i,k,,,w,g,u,2.06,4.16,2.89
e,f,t,o,,s,n,d,w,5.16,7.86,6.2
p,c,k,w,,,w,g,u,5.31,7.93,12.59
e,x,h,n,,s,n,d,a,5.01,4.92,5.26
p,o,k,n,,,n,d,a,1.42,3.59,1.17
p,x,g,e,,,n,d,a,2.25,6.32,2.43
e,x,d,o,s,y,w,d,u,18.3,16.2,34.12
p,x,g,y,,s,n,h,a,1.51,2.29,2.66
p,x,d,w,,h,w,g,u,2.67,2.98,2.45
e,x,s,n,,i,n,d,a,9.05,5.83,9.5
e,f,s,n,,,w,d,u,12.1,6.46,19.94
e,s,,n,,s,w,h,u,6.03,5.14,8.58
p,x,k,n,,i,y,d,u,5.14,4.97,5.77
p,x,s,n,c,,y,d,u,17.1,11.78,36.77
p,s,,n,,,n,d,a,4.8,5.65,6.36
e,x,,n,b,,n,d,a,4.61,8.13,10.51
p,s,,y,,,w,d,u,9.25,5.55,12.02
p,f,d,n,,,n,d,a,7.38,5.78,9.7
e,f,y,n,,i,n,l,a,2.74,7.8,3.49
e,x,y,n,b,,n,d,w,10.28,7.63,26.48
p,o,,e,,g,n,d,s,8.52,2.41,20.7
e,x,,w,,,w,l,a,4.73,5.54,7.06
p,s,d,w,,h,w,g,u,2.7,3.32,2.46
p,o,,w,,g,w,p,a,4.42,6.09,29.95
p,f,,w,,,n,d,u,3.41,7.96,4.08
e,s,s,b,,,w,d,w,5.86,5.82,11.53
p,s,t,n,,,n,d,a,9.94,5.81,13.1
p,c,,w,,i,u,p,u,2.58,3.93,3.49
p,s,d,w,,h,w,g,u,3.53,3.76,2.68
p,f,k,y,,k,n,d,u,3.89,3.23,4.82
p,o,s,o,f,f,f,d,w,3.93,0.0,0.0
p,s,,e,,,e,d,u,5.59,6.85,6.55
e,p,d,e,s,y,w,d,a,17.85,15.74,33.96
p,f,,o,,,o,g,u,0.78,3.93,0.93
p,x,t,n,,,w,d,u,2.81,5.52,8.85
e,p,d,o,s,y,w,d,u,22.11,15.77,35.09
p,x,t,n,,y,n,d,w,5.96,5.92,6.91
p,f,g,o,s,y,w,d,a,12.02,16.16,16.61
p,b,h,l,,y,w,d,u,2.62,4.15,6.09
p,f,w,p,,,p,d,w,6.39,3.62,8.34
e,x,t,n,,s,n,g,u,8.43,6.28,11.67
e,f,y,g,,,w,d,u,4.71,4.5,8.46
e,f,w,y,,,y,d,u,8.05,5.85,16.73
e,x,h,n,,s,w,d,u,3.13,4.49,5.38
e,s,e,n,s,,w,l,a,11.89,7.41,24.41
e,s,l,n,,,n,d,a,4.85,6.27,51.01
p,b,t,n,,,n,m,a,0.91,3.21,2.24
p,s,d,o,,,y,d,u,4.82,3.06,5.55
e,s,d,g,,,g,d,a,2.94,4.62,5.78
e,x,i,n,,,w,w,u,6.89,4.59,12.08
e,s,y,n,,i,n,h,a,2.36,7.73,3.51
e,f,y,w,,,w,m,a,8.0,5.85,12.24
p,x,y,n,,y,n,d,a,5.52,10.43,11.65
e,x,,n,,y,w,d,u,7.13,12.54,24.0
p,f,h,y,,,y,g,u,1.7,6.1,2.56
p,f,w,u,,s,u,l,a,3.39,5.93,5.42
p,f,g,o,s,y,w,d,u,16.03,19.34,19.37
e,x,h,n,,y,n,d,u,5.45,4.82,5.06
p,x,,n,s,,u,d,a,9.68,10.3,21.82
p,c,t,y,,,y,g,a,1.52,7.25,3.0
e,f,t,n,,t,w,d,a,4.57,6.29,8.74
p,s,d,o,,,y,h,u,5.29,2.98,5.94
p,f,d,n,b,i,n,d,a,3.31,3.88,2.77
p,x,,y,,i,y,d,a,4.99,5.47,12.65
p,b,g,w,,,n,d,u,1.71,4.88,2.54
e,s,s,w,,,w,d,u,19.37,7.35,24.67
p,o,,e,,g,n,d,u,9.74,3.5,24.34
p,f,d,n,b,i,n,d,u,2.83,4.01,2.8
e,x,y,g,,,w,d,a,4.93,3.96,6.58
e,x,g,e,,,n,d,a,1.06,5.44,0.96
e,s,s,o,,,w,d,a,6.97,5.83,11.71
p,x,y,n,,y,y,g,u,3.84,5.35,3.61
p,f,t,e,b,,w,d,u,7.67,5.99,16.63
p,s,,e,,,e,d,u,5.34,5.54,5.74
p,p,t,n,,t,y,m,u,2.57,6.99,2.45
p,x,e,n,s,,n,h,a,10.71,10.53,14.48
p,b,y,l,,y,n,g,a,4.81,5.22,7.53
e,x,s,o,,,n,d,a,4.12,4.29,10.64
p,x,,n,,s,n,g,a,1.6,5.25,2.48
p,p,y,w,,,w,d,a,8.06,16.61,18.32
p,o,,w,,g,w,p,a,4.12,5.15,30.2
e,x,y,g,,,w,d,a,5.86,4.72,8.32
p,x,t,n,,,w,d,a,2.65,5.31,8.32
p,b,,n,,s,g,d,u,1.73,5.35,2.14
p,s,d,y,,,o,h,u,5.65,4.63,7.33
e,x,t,o,,,e,d,a,4.38,3.81,10.19
p,x,e,y,,,e,d,a,10.96,7.96,25.84
e,f,h,n,,s,w,d,a,3.6,6.5,7.59
p,f,,g,b,,n,l,a,5.76,5.76,10.14
p,b,t,w,,y,w,d,a,7.12,12.52,11.41
e,x,h,g,,t,w,d,u,7.0,6.51,5.33
e,x,y,n,,y,n,d,u,7.65,5.92,10.62
p,x,h,n,,y,n,d,w,4.11,4.52,6.0
p,x,g,e,,,w,d,u,2.42,7.33,2.68
e,x,s,n,,,n,d,u,9.28,7.75,18.33
p,x,y,n,,y,n,h,a,2.57,5.03,3.28
p,x,i,e,,,k,g,a,5.8,4.77,6.65
e,o,l,n,,,n,d,w,6.18,7.15,51.57
p,s,,y,,,w,d,u,7.16,3.77,10.81
e,f,w,g,,,w,d,u,1.6,5.22,2.67
p,s,,e,,,n,d,u,4.6,5.79,5.59
p,x,t,g,,,n,g,u,13.96,4.95,25.2
e,s,,n,,s,w,d,a,6.36,5.45,8.82
p,b,h,n,,t,n,h,s,1.74,5.36,1.74
p,x,g,n,,s,n,d,u,1.49,2.59,2.66
p,x,,p,,,y,d,a,3.95,2.74,10.68
e,f,y,n,,,w,d,a,3.87,3.74,6.42
p,f,k,y,,k,n,d,u,6.63,4.04,6.48
p,s,d,o,,,o,h,a,4.98,3.48,6.24
p,f,d,o,,,n,d,w,23.52,7.44,48.09
p,c,,u,,i,w,d,a,3.11,3.55,3.69
e,x,s,y,,i,n,d,w,8.35,10.73,16.99
p,f,l,e,,,n,l,u,4.35,5.19,5.11
p,b,y,n,,,w,d,a,7.97,14.37,18.1
e,o,y,y,,k,k,d,s,51.02,7.96,46.97
p,c,,w,,i,u,p,a,2.73,4.11,3.49
e,f,d,n,,,g,d,a,3.2,4.34,6.1
p,f,s,y,,,y,d,a,1.31,4.3,6.32
e,x,,y,,,w,d,a,4.64,3.71,8.65
p,s,d,e,,,e,d,u,7.41,6.65,8.67
p,x,t,n,,,w,d,a,8.37,11.07,27.47
p,x,d,w,,h,w,g,a,2.71,3.04,2.31
p,b,t,r,,y,n,g,a,3.13,6.51,7.94
e,x,s,n,,t,y,g,a,1.51,5.53,1.89
p,x,s,n,r,i,n,d,a,6.84,4.77,12.67
p,s,,e,,,e,d,u,6.58,6.26,6.76
e,x,h,e,,,e,m,w,3.6,5.12,6.95
e,x,e,n,,,w,d,u,15.65,11.16,17.29
e,x,d,e,,,y,d,a,7.36,5.52,12.16
e,x,h,y,,,w,d,a,8.28,8.69,17.91
e,p,s,w,,,w,m,a,8.43,6.21,13.91
e,p,y,w,,,w,g,a,5.88,4.87,13.11
e,s,y,n,,i,n,h,a,2.05,7.11,3.75
e,f,g,g,,s,g,d,u,5.88,7.0,4.52
e,p,t,n,,,n,d,u,16.66,15.59,61.58
p,x,t,e,b,,w,d,u,6.96,6.38,16.78
p,x,,n,,,w,d,a,12.02,11.19,13.2
e,x,h,y,,,y,d,u,8.9,7.9,15.16
e,x,,g,,,g,g,u,7.25,8.84,14.05
e,x,d,b,,,w,g,w,4.32,5.45,12.53
p,x,g,o,,,w,d,a,0.6,3.8,0.78
e,x,,n,b,,w,d,u,8.39,12.33,19.25
p,o,,w,,g,w,p,u,4.3,5.55,30.44
p,x,g,n,,s,k,d,s,0.89,4.22,1.0
e,c,h,n,,s,n,d,a,5.42,11.2,11.27
p,x,i,e,,,e,d,a,3.1,3.86,5.24
e,c,g,n,,,g,d,a,1.44,5.17,1.59
p,x,,o,,,o,g,u,0.73,4.07,0.93
e,x,t,y,,,w,d,u,7.84,7.17,16.04
e,p,y,n,s,,n,m,a,15.91,25.54,20.92
e,s,w,y,,,y,d,a,6.67,6.16,14.83
p,p,t,n,,t,y,m,u,1.66,5.02,2.32
p,x,g,y,,,w,d,a,0.72,3.52,0.75
p,x,g,e,,h,k,d,s,0.86,4.32,1.06
p,o,,k,,g,g,d,u,2.58,2.71,15.36
e,x,t,n,,t,o,d,w,4.63,6.12,7.97
p,f,,u,,,w,d,a,3.75,4.0,7.31
e,s,,n,,s,w,d,a,6.34,4.5,8.24
e,x,,n,,y,w,d,u,6.27,10.21,23.95
e,f,h,n,,s,w,d,u,4.07,6.27,7.07
p,b,d,n,,i,n,d,a,5.36,5.17,5.95
e,x,,w,b,,n,g,u,3.46,7.37,7.85
e,x,t,y,,,w,d,u,8.27,8.17,18.63
p,f,k,w,,,n,g,u,3.78,3.34,2.58
e,x,s,n,,i,n,d,a,9.49,7.17,10.74
e,b,y,n,,,w,d,a,3.0,6.06,2.69
